time,data
16.875,-83.6992099654128
16.9,-83.6992099566787
16.925,-83.6992099507614
16.95,-83.6992099482168
16.975,-83.6992099489276
17,-83.6992099529012
17.025,-83.6992099598767
17.05,-83.699209969871
17.075,-83.6992099825531
17.1,-83.6992099979211
17.125,-83.6992100155776
17.15,-83.6992100352864
17.175,-83.6992100566602
17.2,-83.6992100794563
17.225,-83.6992101033513
17.25,-83.6992101281471
17.275,-83.6992101535874
17.3,-83.6992101795451
17.325,-83.6992102058099
17.35,-83.6992102322603
17.375,-83.6992102587223
17.4,-83.6992102850605
17.425,-83.6992103111461
17.45,-83.6992103369002
17.475,-83.6992103622297
17.5,-83.6992103870907
17.525,-83.6992104114082
17.55,-83.6992104351287
17.575,-83.6992104581942
17.6,-83.6992104805656
17.625,-83.6992105022001
17.65,-83.6992105230808
17.675,-83.6992105431723
17.7,-83.6992105624455
17.725,-83.6992105808733
17.75,-83.6992105984384
17.775,-83.6992106151214
17.8,-83.6992106309088
17.825,-83.6992106457864
17.85,-83.6992106597448
17.875,-83.6992106727738
17.9,-83.6992106848648
17.925,-83.6992106960111
17.95,-83.6992107062085
17.975,-83.6992107154526
18,-83.6992107237402
18.025,-83.6992107310681
18.05,-83.6992107374328
18.075,-83.699210742832
18.1,-83.6992107472653
18.125,-83.6992107507307
18.15,-83.6992107532274
18.175,-83.6992107547535
18.2,-83.6992107553079
18.225,-83.6992107548891
18.25,-83.6992107534961
18.275,-83.699210751128
18.3,-83.6992107477842
18.325,-83.6992107434639
18.35,-83.6992107381662
18.375,-83.6992107318904
18.4,-83.699210724636
18.425,-83.6992107164023
18.45,-83.6992107071895
18.475,-83.6992106969969
18.5,-83.6992106858234
18.525,-83.699210673669
18.55,-83.6992106605341
18.575,-83.6992106464184
18.6,-83.6992106313212
18.625,-83.6992106152422
18.65,-83.6992105981809
18.675,-83.6992105801369
18.7,-83.6992105611106
18.725,-83.6992105411017
18.75,-83.6992105201097
18.775,-83.6992104981344
18.8,-83.6992104751761
18.825,-83.6992104512346
18.85,-83.6992104263087
18.875,-83.6992104003985
18.9,-83.6992103735041
18.925,-83.6992103456258
18.95,-83.6992103167643
18.975,-83.6992102869199
19,-83.6992102560916
19.025,-83.6992102242799
19.05,-83.6992101914846
19.075,-83.699210157706
19.1,-83.6992101229435
19.125,-83.6992100871977
19.15,-83.6992100504678
19.175,-83.6992100127549
19.2,-83.6992099740597
19.225,-83.6992099343832
19.25,-83.6992098937248
19.275,-83.6992098520856
19.3,-83.6992098094661
19.325,-83.6992097658671
19.35,-83.6992097212876
19.375,-83.6992096757289
19.4,-83.6992096291913
19.425,-83.6992095816763
19.45,-83.6992095331845
19.475,-83.6992094837176
19.5,-83.6992094332758
19.525,-83.6992093818611
19.55,-83.6992093294731
19.575,-83.6992092761139
19.6,-83.6992092217825
19.625,-83.6992091664815
19.65,-83.6992091102127
19.675,-83.6992090529788
19.7,-83.6992089947801
19.725,-83.6992089356194
19.75,-83.6992088754969
19.775,-83.6992088144157
19.8,-83.6992087523746
19.825,-83.6992086893776
19.85,-83.6992086254261
19.875,-83.6992085605243
19.9,-83.6992084946731
19.925,-83.6992084278766
19.95,-83.6992083601341
19.975,-83.69920829145
20,-83.6992082218273
20.025,-83.6992081512702
20.05,-83.6992080797766
20.075,-83.6992080073517
20.1,-83.6992079339969
20.125,-83.6992078597177
20.15,-83.6992077845157
20.175,-83.6992077083966
20.2,-83.6992076313615
20.225,-83.6992075534162
20.25,-83.6992074745621
20.275,-83.6992073948052
20.3,-83.6992073141464
20.325,-83.699207232592
20.35,-83.6992071501421
20.375,-83.6992070668037
20.4,-83.6992069825779
20.425,-83.6992068974725
20.45,-83.6992068114877
20.475,-83.6992067246323
20.5,-83.6992066369099
20.525,-83.699206548329
20.55,-83.6992064588926
20.575,-83.6992063686087
20.6,-83.699206277477
20.625,-83.6992061855063
20.65,-83.6992060926963
20.675,-83.6992059990573
20.7,-83.6992059045946
20.725,-83.6992058093184
20.75,-83.6992057132312
20.775,-83.6992056163431
20.8,-83.6992055186593
20.825,-83.699205420189
20.85,-83.6992053209292
20.875,-83.6992052208905
20.9,-83.6992051200773
20.925,-83.6992050185013
20.95,-83.6992049161612
20.975,-83.6992048130702
21,-83.6992047092347
21.025,-83.6992046046684
21.05,-83.699204499372
21.075,-83.6992043933601
21.1,-83.6992042866391
21.125,-83.6992041792234
21.15,-83.6992040711131
21.175,-83.6992039623235
21.2,-83.6992038528616
21.225,-83.6992037427425
21.25,-83.6992036319666
21.275,-83.6992035205499
21.3,-83.6992034085004
21.325,-83.699203295834
21.35,-83.6992031825519
21.375,-83.6992030686708
21.4,-83.6992029541919
21.425,-83.6992028391344
21.45,-83.6992027235089
21.475,-83.699202607334
21.5,-83.6992024906117
21.525,-83.6992023733609
21.55,-83.6992022555893
21.575,-83.699202137316
21.6,-83.6992020185507
21.625,-83.6992018993107
21.65,-83.6992017795988
21.675,-83.6992016594327
21.7,-83.699201538819
21.725,-83.6992014177758
21.75,-83.6992012963071
21.775,-83.6992011744313
21.8,-83.6992010521551
21.825,-83.6992009294973
21.85,-83.6992008064638
21.875,-83.6992006830736
21.9,-83.6992005593331
21.925,-83.699200435261
21.95,-83.6992003108624
21.975,-83.6992001861565
22,-83.6992000611521
22.025,-83.6991999358678
22.05,-83.6991998103092
22.075,-83.6991996844945
22.1,-83.6991995584338
22.125,-83.6991994321442
22.15,-83.6991993056295
22.175,-83.6991991789067
22.2,-83.6991990519874
22.225,-83.6991989248869
22.25,-83.699198797611
22.275,-83.6991986701736
22.3,-83.6991985425805
22.325,-83.6991984148447
22.35,-83.6991982869765
22.375,-83.6991981589867
22.4,-83.6991980308767
22.425,-83.6991979026566
22.45,-83.6991977743326
22.475,-83.6991976459145
22.5,-83.6991975174085
22.525,-83.6991973888232
22.55,-83.6991972601691
22.575,-83.6991971314511
22.6,-83.6991970026723
22.625,-83.699196873835
22.65,-83.6991967449444
22.675,-83.6991966160007
22.7,-83.6991964870052
22.725,-83.6991963579565
22.75,-83.6991962288641
22.775,-83.6991960997231
22.8,-83.6991959705284
22.825,-83.6991958412734
22.85,-83.6991957119553
22.875,-83.6991955825681
22.9,-83.6991954531072
22.925,-83.6991953235679
22.95,-83.699195193948
22.975,-83.699195064244
23,-83.6991949344525
23.025,-83.6991948045714
23.05,-83.6991946745964
23.075,-83.6991945445269
23.1,-83.6991944143633
23.125,-83.6991942841057
23.15,-83.6991941537537
23.175,-83.6991940233078
23.2,-83.6991938927673
23.225,-83.6991937621335
23.25,-83.699193631407
23.275,-83.6991935005899
23.3,-83.6991933696821
23.325,-83.6991932386858
23.35,-83.6991931076032
23.375,-83.6991929764362
23.4,-83.6991928451846
23.425,-83.6991927138502
23.45,-83.6991925824337
23.475,-83.6991924509369
23.5,-83.6991923193611
23.525,-83.6991921877081
23.55,-83.6991920559776
23.575,-83.699191924172
23.6,-83.6991917922939
23.625,-83.6991916603452
23.65,-83.6991915283241
23.675,-83.6991913962331
23.7,-83.6991912640751
23.725,-83.6991911318528
23.75,-83.6991909995668
23.775,-83.69919086722
23.8,-83.699190734812
23.825,-83.6991906023462
23.85,-83.6991904698253
23.875,-83.6991903372523
23.9,-83.6991902046282
23.925,-83.6991900719558
23.95,-83.6991899392353
23.975,-83.6991898064697
24,-83.6991896736616
24.025,-83.6991895408139
24.05,-83.6991894079267
24.075,-83.6991892750029
24.1,-83.6991891420439
24.125,-83.6991890090525
24.15,-83.6991888760291
24.175,-83.699188742977
24.2,-83.6991886098986
24.225,-83.6991884767969
24.25,-83.6991883436726
24.275,-83.6991882105284
24.3,-83.6991880773641
24.325,-83.6991879441833
24.35,-83.6991878109886
24.375,-83.6991876777835
24.4,-83.6991875445687
24.425,-83.6991874113475
24.45,-83.6991872781259
24.475,-83.699187144909
24.5,-83.6991870117004
24.525,-83.6991868785048
24.55,-83.6991867453246
24.575,-83.6991866121644
24.6,-83.6991864790296
24.625,-83.6991863459248
24.65,-83.6991862128519
24.675,-83.6991860798155
24.7,-83.699185946819
24.725,-83.6991858138672
24.75,-83.6991856809644
24.775,-83.6991855481148
24.8,-83.6991854153211
24.825,-83.6991852825869
24.85,-83.6991851499132
24.875,-83.6991850173031
24.9,-83.6991848847595
24.925,-83.6991847522858
24.95,-83.6991846198828
24.975,-83.6991844875538
25,-83.6991843553024
25.025,-83.6991842231321
25.05,-83.6991840910436
25.075,-83.6991839590398
25.1,-83.6991838271204
25.125,-83.6991836952896
25.15,-83.6991835635504
25.175,-83.6991834319078
25.2,-83.6991833003623
25.225,-83.6991831689191
25.25,-83.6991830375818
25.275,-83.699182906356
25.3,-83.6991827752464
25.325,-83.6991826442572
25.35,-83.6991825133877
25.375,-83.6991823826414
25.4,-83.6991822520173
25.425,-83.6991821215212
25.45,-83.6991819911547
25.475,-83.6991818609253
25.5,-83.6991817308368
25.525,-83.6991816008964
25.55,-83.6991814711049
25.575,-83.6991813414692
25.6,-83.6991812119948
25.625,-83.6991810826892
25.65,-83.6991809535522
25.675,-83.6991808245916
25.7,-83.6991806958066
25.725,-83.6991805672079
25.75,-83.6991804387987
25.775,-83.6991803105904
25.8,-83.6991801825877
25.825,-83.6991800548029
25.85,-83.6991799271555
25.875,-83.6991797996866
25.9,-83.6991796724667
25.925,-83.6991795455396
25.95,-83.6991794189028
25.975,-83.6991792925965
26,-83.6991791665477
26.025,-83.6991790408293
26.05,-83.6991789155723
26.075,-83.6991787908355
26.1,-83.6991786665643
26.125,-83.6991785428214
26.15,-83.699178419735
26.175,-83.6991782973433
26.2,-83.6991781755809
26.225,-83.6991780544914
26.25,-83.6991779341776
26.275,-83.6991778146675
26.3,-83.6991776958799
26.325,-83.6991775778575
26.35,-83.6991774607129
26.375,-83.6991773444715
26.4,-83.6991772290902
26.425,-83.6991771145937
26.45,-83.6991770010712
26.475,-83.6991768885258
26.5,-83.6991767769289
26.525,-83.6991766662756
26.55,-83.6991765566086
26.575,-83.6991764479117
26.6,-83.6991763402063
26.625,-83.6991762334555
26.65,-83.6991761276459
26.675,-83.6991760227335
26.7,-83.6991759187009
26.725,-83.699175815503
26.75,-83.6991757131145
26.775,-83.6991756114954
26.8,-83.699175510625
26.825,-83.6991754104677
26.85,-83.6991753109997
26.875,-83.6991752121932
26.9,-83.699175114033
26.925,-83.6991750164958
26.95,-83.6991749195655
26.975,-83.6991748232251
27,-83.6991747274597
27.025,-83.6991746322575
27.05,-83.6991745376162
27.075,-83.6991744435256
27.1,-83.6991743499778
27.125,-83.6991742569656
27.15,-83.6991741644871
27.175,-83.6991740725352
