time,data
0,42.2994976973029
0.025,42.2994988225366
0.05,42.2994999441128
0.075,42.2995010598058
0.1,42.2995021693934
0.125,42.2995032725847
0.15,42.2995043692772
0.175,42.2995054593884
0.2,42.299506542942
0.225,42.2995076199477
0.25,42.2995086904948
0.275,42.2995097546393
0.3,42.2995108124616
0.325,42.2995118640149
0.35,42.2995129094544
0.375,42.2995139488785
0.4,42.2995149824314
0.425,42.2995160102075
0.45,42.2995170323444
0.475,42.2995180489319
0.5,42.2995190600677
0.525,42.2995200658171
0.55,42.2995210662916
0.575,42.2995220615631
0.6,42.299523051776
0.625,42.2995240370228
0.65,42.2995250173986
0.675,42.2995259929672
0.7,42.2995269638309
0.725,42.299527930056
0.75,42.2995288917441
0.775,42.2995298489613
0.8,42.2995308018318
0.825,42.2995317504357
0.85,42.2995326948543
0.875,42.2995336351425
0.9,42.2995345713862
0.925,42.2995355036416
0.95,42.2995364320149
0.975,42.2995373565749
1,42.2995382774119
1.025,42.2995391945861
1.05,42.2995401081603
1.075,42.2995410181769
1.1,42.2995419247045
1.125,42.2995428277881
1.15,42.2995437274966
1.175,42.2995446238754
1.2,42.2995455170096
1.225,42.2995464069546
1.25,42.2995472937827
1.275,42.2995481775425
1.3,42.2995490582842
1.325,42.2995499360423
1.35,42.2995508108866
1.375,42.2995516828627
1.4,42.2995525520318
1.425,42.2995534184347
1.45,42.2995542821281
1.475,42.2995551431496
1.5,42.2995560015395
1.525,42.2995568573253
1.55,42.2995577105521
1.575,42.2995585612498
1.6,42.2995594094645
1.625,42.2995602552266
1.65,42.2995610985821
1.675,42.2995619395612
1.7,42.2995627782202
1.725,42.2995636145957
1.75,42.2995644487356
1.775,42.2995652806718
1.8,42.2995661104478
1.825,42.2995669380928
1.85,42.2995677636474
1.875,42.2995685871385
1.9,42.2995694086048
1.925,42.2995702280717
1.95,42.299571045576
1.975,42.2995718611421
2,42.2995726748051
2.025,42.2995734865884
2.05,42.2995742965172
2.075,42.2995751046087
2.1,42.2995759108918
2.125,42.2995767153858
2.15,42.2995775181206
2.175,42.2995783191161
2.2,42.2995791184102
2.225,42.2995799160274
2.25,42.2995807120005
2.275,42.2995815063511
2.3,42.2995822991091
2.325,42.2995830902944
2.35,42.2995838799352
